x,y,z
-566.864,-2770.6,-2770.6
-551.184,-2773.77,-2773.77
-533.705,-2769.04,-2769.04
-517.767,-2772.06,-2772.06
-502.611,-2774.85,-2774.85
-485.525,-2769.77,-2769.77
-471.588,-2784.35,-2784.35
-455.719,-2782.93,-2782.93
-437.208,-2769.7,-2769.7
-420.667,-2768.22,-2768.22
-405.799,-2770.44,-2770.44
-389.299,-2768.77,-2768.77
-373.366,-2770.96,-2770.96
-357.931,-2777.03,-2777.03
-342.75,-2778.94,-2778.94
-326.091,-2772.89,-2772.89
-310.135,-2774.72,-2774.72
-294.966,-2776.38,-2776.38
-278.592,-2774.05,-2774.05
-263.273,-2779.56,-2779.56
-248.434,-2784.94,-2784.94
-200.279,-2776.79,-2776.79
325.309,-2829.36,-2829.36
338.394,-1721.05,-1721.05
338.673,-1674.09,-1674.09
340.392,-1634.94,-1634.94
343.935,-1597.39,-1597.39
346.184,-1566.2,-1566.2
352.088,-1550.53,-1550.53
359.185,-1540.68,-1540.68
367.577,-1536.65,-1536.65
376.297,-1536.6,-1536.6
757.641,-2828.28,-2828.28
791.872,-2889.46,-2889.46
818.194,-2919.52,-2919.52
834.136,-2915,-2915
842.757,-2883.36,-2883.36
859.328,-2878.47,-2878.47
901.061,-2899.2,-2899.2
999.195,-2866.86,-2866.86
599.391,-1629.24,-1629.24
597.532,-1595.8,-1595.8
599.128,-1573.82,-1573.82
603.116,-1557.29,-1557.29
607.517,-1542.69,-1542.69
615.638,-1537.31,-1537.31
621.016,-1526.51,-1526.51
626.028,-1509.32,-1509.32
630.816,-1496.48,-1496.48
635.05,-1483.82,-1483.82
638.79,-1469.13,-1469.13
643.051,-1456.35,-1456.35
648.144,-1445.33,-1445.33
653.548,-1436.3,-1436.3
655.928,-1419.81,-1419.81
658.005,-1403.4,-1403.4
664.348,-1395.98,-1395.98
669.359,-1386.92,-1386.92
676.446,-1381.25,-1381.25
684.941,-1374.83,-1374.83
692.444,-1371.06,-1371.06
699.656,-1369.64,-1369.64
710.283,-1370.92,-1370.92
721.878,-1373.9,-1373.9
736.22,-1382.15,-1382.15
754.613,-1397.25,-1397.25
1103.16,-1958.71,-1958.71
1109.88,-1945.7,-1945.7
1117.08,-1927.72,-1927.72
1116,-1900.57,-1900.57
1112.06,-1870.37,-1870.37
1116.43,-1853.77,-1853.77
1116.66,-1830.25,-1830.25
1125.07,-1820.39,-1820.39
1137.12,-1817.61,-1817.61
1131.28,-1695.19,-1695.19
1133.17,-1677.05,-1677.05
1130.87,-1654.43,-1654.43
1132.4,-1636.39,-1636.39
1134.91,-1620.02,-1620.02
1139.59,-1606.94,-1606.94
1142.83,-1592.34,-1592.34
1147.27,-1579.27,-1579.27
1152.78,-1567.81,-1567.81
1141.48,-1533.87,-1533.87
1134.59,-1504.05,-1504.05
1147.99,-1506.43,-1506.43
1159.87,-1504.89,-1504.89
1156.54,-1479.63,-1479.63
1155.11,-1460.4,-1460.4
1157.24,-1445.93,-1445.93
1154.07,-1425.37,-1425.37
1147.04,-1400.14,-1400.14
1157.23,-1396.93,-1396.93
1156.25,-1379.52,-1379.52
1151.1,-1357.7,-1357.7
1157.59,-1349.54,-1349.54
1149.69,-1322.01,-1322.01
1150.67,-1307.87,-1307.87
1156.85,-1299.73,-1299.73
1154.57,-1282.99,-1282.99
1156.42,-1270.52,-1270.52
1159.65,-1259.43,-1259.43
1157.33,-1242.49,-1242.49
1154.74,-1225.74,-1225.74
1164.53,-1221.97,-1221.97
1179.87,-1223.89,-1223.89
1172.93,-1202.77,-1202.77
1157.24,-1173.33,-1173.33
1168.21,-1170.9,-1170.9
1177.43,-1167.31,-1167.31
1165.33,-1139.7,-1139.7
1167.55,-1128.8,-1128.8
1171.14,-1119.3,-1119.3
1165.82,-1101.67,-1101.67
1169.21,-1092.22,-1092.22
1166.35,-1077.67,-1077.67
1162.2,-1061.5,-1061.5
1163.73,-1050.89,-1050.89
1168.26,-1042.84,-1042.84
1174.24,-1036.11,-1036.11
1178.67,-1028.02,-1028.02
1173.87,-1012.19,-1012.19
1166.83,-992.741,-992.741
1176.26,-990.89,-990.89
1175,-976.807,-976.807
1166.69,-958.605,-958.605
1178.4,-956.921,-956.921
1180.67,-947.736,-947.736
1165.74,-924.77,-924.77
1166.32,-914.347,-914.347
1180.96,-915.085,-915.085
1183.02,-905.845,-905.845
1172.01,-887.295,-887.295
1175.49,-879.34,-879.34
1174.14,-857.614,-857.614
1190.41,-859.038,-859.038
1178.3,-838.163,-838.163
1179.83,-829.072,-829.072
1177.77,-818.048,-818.048
1170.92,-803.339,-803.339
1178.75,-798.947,-798.947
